nr_zmiany;nr_wiersza_csv;id_po_poprawie;kolumna;wartosc_przed;wartosc_po;regula
2129;1246;1245;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2130;1246;1245;kwota;2977,45;2977.45;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2131;1246;1245;wspolczynnik;1.26;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2132;1247;1246;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2133;1247;1246;wspolczynnik;1.5;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2134;1248;1247;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2135;1249;1248;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2136;1249;1248;wspolczynnik;0,349;0.349;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2137;1250;1249;wspolczynnik;1.066;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2138;1251;1250;imie;  Krzysztof ;Krzysztof;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
2139;1251;1250;kwota;4450,45;4450.45;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2140;1251;1250;wspolczynnik;0.6;0.600;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2141;1252;1251;miasto;KRAKÓW;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2142;1253;1252;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2143;1253;1252;wspolczynnik;0,382;0.382;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2144;1254;1253;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2145;1255;1254;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2146;1256;1255;miasto;Lodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2147;1256;1255;kwota;693,75;693.75;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2148;1257;1256;wspolczynnik;1,202;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2149;1259;1258;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2150;1259;1258;ilosc;80 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
2151;1259;1258;wspolczynnik;1.141;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2152;1260;1259;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2153;1261;1260;nazwisko;Zieliński  ;Zieliński;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
2154;1261;1260;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2155;1261;1260;wspolczynnik;;0.548;Błędny lub pusty współczynnik zastąpiono medianą poprawnych wartości z zakresu 0-1: 0.548.
2156;1263;1262;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2157;1264;1263;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2158;1265;1264;miasto;KRAKÓW;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2159;1265;1264;wspolczynnik;1,271;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2160;1266;1265;kwota;2007,86 zł;2007.86;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2161;1267;1266;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2162;1269;1268;wspolczynnik;0,467;0.467;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2163;1271;1270;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2164;1271;1270;kwota;2540,25;2540.25;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2165;1273;1272;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2166;1273;1272;wspolczynnik;0,913;0.913;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2167;1275;1274;miasto;lublin;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2168;1275;1274;wspolczynnik;0.55;0.550;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2169;1276;1275;kwota;2542,95;2542.95;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2170;1276;1275;wspolczynnik;0.54;0.540;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2171;1277;1276;wspolczynnik;0,283;0.283;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2172;1278;1277;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2173;1279;1278;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2174;1279;1278;wspolczynnik;0.62;0.620;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2175;1280;1279;wspolczynnik;0.52;0.520;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2176;1281;1280;nazwisko;KOWALCZYK;Kowalczyk;Usunięto nadmiarowe spacje i ujednolicono zapis nazwiska.
2177;1281;1280;miasto;Poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2178;1281;1280;kwota;1831,32;1831.32;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2179;1281;1280;wspolczynnik;1,202;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2180;1282;1281;wspolczynnik;1.302;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2181;1283;1282;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2182;1284;1283;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2183;1284;1283;wspolczynnik;1.412;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2184;1285;1284;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2185;1285;1284;wspolczynnik;0,221;0.221;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2186;1286;1285;miasto;KATOWICE;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2187;1286;1285;kwota;1256,29;1256.29;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2188;1287;1286;miasto;GDAŃSK;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2189;1288;1287;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2190;1289;1288;miasto;Krakow ;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2191;1289;1288;kwota;454.73 zł;454.73;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2192;1289;1288;wspolczynnik;1,186;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2193;1290;1289;miasto;Krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2194;1291;1290;kwota;327,41;327.41;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2195;1291;1290;wspolczynnik;1.234.5;0.548;Błędny lub pusty współczynnik zastąpiono medianą poprawnych wartości z zakresu 0-1: 0.548.
2196;1292;1291;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2197;1293;1292;miasto;Wwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2198;1293;1292;wspolczynnik;1,367;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2199;1294;1293;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2200;1294;1293;wspolczynnik;0.55;0.550;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2201;1295;1294;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2202;1295;1294;wspolczynnik;1.027;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2203;1296;1295;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2204;1296;1295;ilosc;158 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
2205;1296;1295;kwota;3576,52;3576.52;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2206;1296;1295;wspolczynnik;0.42;0.420;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2207;1297;1296;miasto;KATOWICE;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2208;1297;1296;wspolczynnik;1,168;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2209;1298;1297;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2210;1299;1298;miasto;Lubln;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2211;1300;1299;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2212;1300;1299;wspolczynnik;1.292;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2213;1301;1300;imie;  Andrzej ;Andrzej;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
2214;1301;1300;miasto;LODZ;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2215;1301;1300;ilosc;abc;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
2216;1301;1300;kwota;2765,50;2765.50;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2217;1301;1300;wspolczynnik;0,131;0.131;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2218;1302;1301;miasto;WARSZAWA;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2219;1302;1301;wspolczynnik;1.015;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2220;1303;1302;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2221;1303;1302;wspolczynnik;1.012;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2222;1304;1303;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2223;1305;1304;miasto;POZNAŃ;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2224;1305;1304;wspolczynnik;1,332;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2225;1306;1305;kwota;;2476.15;Błędną lub pustą kwotę zastąpiono medianą poprawnych wartości: 2476.15.
2226;1309;1308;miasto;wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2227;1309;1308;wspolczynnik;1,404;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2228;1310;1309;wspolczynnik;1.005;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2229;1311;1310;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2230;1311;1310;kwota;3939,17;3939.17;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2231;1312;1311;miasto;Warszwa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2232;1312;1311;kwota;2788.35 zł;2788.35;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2233;1312;1311;wspolczynnik;1.12;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2234;1313;1312;miasto;krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2235;1313;1312;wspolczynnik;0,801;0.801;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2236;1314;1313;wspolczynnik;1.134;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2237;1315;1314;imie;katarzyna;Katarzyna;Usunięto nadmiarowe spacje i ujednolicono zapis imienia.
2238;1315;1314;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2239;1316;1315;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2240;1316;1315;kwota;1633,89;1633.89;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2241;1316;1315;wspolczynnik;1.302;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2242;1317;1316;wspolczynnik;0,559;0.559;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2243;1318;1317;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2244;1319;1318;miasto;Katowic;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2245;1320;1319;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2246;1320;1319;wspolczynnik;1.218;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2247;1321;1320;imie;;Brak danych;Brak imienia uzupełniono wartością 'Brak danych'.
2248;1321;1320;miasto; Warszawa;Warszawa;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2249;1321;1320;ilosc;;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
2250;1321;1320;kwota;4 529.18;4529.18;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2251;1321;1320;wspolczynnik;130%;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2252;1322;1321;miasto;łódź;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2253;1322;1321;wspolczynnik;1.158;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2254;1323;1322;miasto;LUBLIN;Lublin;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2255;1323;1322;wspolczynnik;1.295;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2256;1324;1323;miasto;Wroclaw;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2257;1325;1324;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2258;1325;1324;wspolczynnik;0,52;0.520;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2259;1326;1325;kwota;4479,48;4479.48;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2260;1327;1326;miasto;WROCŁAW;Wrocław;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2261;1327;1326;wspolczynnik;1.106;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2262;1328;1327;miasto;Krakow;Kraków;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2263;1329;1328;miasto;Gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2264;1329;1328;wspolczynnik;1,22;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2265;1330;1329;miasto;Łodz;Łódź;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2266;1330;1329;wspolczynnik;1.234;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2267;1331;1330;kwota;1829,00;1829.00;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2268;1331;1330;wspolczynnik;1.425;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2269;1332;1331;wspolczynnik;1.31;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2270;1333;1332;miasto;gdansk;Gdańsk;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2271;1333;1332;ilosc;11 szt;252;Błędną lub pustą ilość zastąpiono medianą poprawnych wartości: 252.
2272;1333;1332;kwota;0;0.00;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2273;1333;1332;wspolczynnik;0,28;0.280;Ujednolicono współczynnik: przecinek/kropka/procent zamieniono na liczbę z zakresu 0-1.
2274;1334;1333;miasto;katowice;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2275;1334;1333;wspolczynnik;1.299;1.000;Współczynnik powyżej 1 przycięto do górnej granicy zakresu: 1.
2276;1335;1334;miasto;poznan;Poznań;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2277;1335;1334;kwota;1574.50 zł;1574.50;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
2278;1336;1335;miasto;KATOWICE;Katowice;Ujednolicono nazwę miasta: wielkość liter, polskie znaki, skróty i literówki.
2279;1336;1335;kwota;618,21;618.21;Ujednolicono kwotę: usunięto walutę, zamieniono przecinek na kropkę, ustawiono 2 miejsca po przecinku.
